0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
50.30202,0.12039528,0.34698024,50.01698684692383,51.25583,49.46704,51200,1.7887878,2575463.5,11874.210345536492,64947423.22934185,8058.996415766783,-4978985282.825285,,20.241596,5754.5244,75.85858,124.07829146180366,17369.834033127656,-25.503933,0.2619386,0.5117994,-25.3731746673584,-23.130072,-27.581175,0,4.451103,1305801.4,10078.343764225618,70403999.45195457,8390.709114964871,174356066174.37354,,52.495907,10655.435,103.22517,62.0266046014735,6055.74710259118,-26.354399,0.12261837,0.35016906,-26.465545654296875,-24.142883,-27.815323,0,3.6724396,1349345.1,7277.443999064144,58656788.769529656,7658.772014463523,417839175092.45465,,36.95177,4912.6313,70.090164,19.15859665623923,1058.1581346740445,0.034841146,0.002720312,0.05215661,0.023944780230522156,0.26159415,-0.19320917,38302,0.45480332,1783.8667,16014.71697483526,54093160.14353452,7354.805241713374,-304396293472.7923,,8.542401,66.30775,8.142957,2.5007697586785085,17.123344494407007,-0.0016338028,0.0023313444,0.048283998,-0.004385643173009157,0.18478455,-0.20087384,24895,0.38565838,83.65071,16644.59043815018,40746382.79785582,6383.289339976359,-190546727357.3152,,7.8466907,57.79569,7.6023474,2.67677349560734,13.54395274370222,0.020212304,0.0062031243,0.078759916,0.014622746035456657,0.32869354,-0.31190827,30875,0.6406018,1034.87,15801.03244746987,41579914.76306852,6448.248968756442,-90808812544.05565,,13.402706,137.97073,11.746095,2.3175916876012064,9.496125382691508
50.30784,0.12020468,0.34670547,50.14151382446289,51.23397,49.44663,51200,1.7873421,2575761.5,11875.374734377443,64841202.85407389,8052.403545158048,-4758026029.10172,,20.08764,5750.965,75.83511,124.14896829671532,17385.7211042732,-25.51032,0.25800577,0.5079427,-25.36866569519043,-23.356417,-27.581175,0,4.224758,1306128.4,10097.126449442589,70341668.39887893,8386.99400255413,170451265129.25943,,51.912598,10514.972,102.542534,63.33478616214935,6235.35307295205,-26.358755,0.11962364,0.3458665,-26.563684463500977,-24.150244,-27.996876,0,3.846632,1349568.1,7295.113027733083,58817504.88384427,7669.257127248002,416984684380.3215,,36.601097,4785.09,69.17435,19.791967293206998,1117.6188259423545,0.034867637,0.0026830714,0.051798373,0.03943834826350212,0.26159415,-0.17649563,38353,0.4380898,1785.2229,16026.720908999661,53728608.66965964,7329.980127507825,-302438976582.92163,,8.49629,65.19865,8.074568,2.548602080349015,18.64407237470119,-0.0016627295,0.0023429678,0.048404213,-0.004385643173009157,0.20100611,-0.20087384,24962,0.40187997,85.13176,16624.9755249799,40880721.99281166,6393.803405861933,-191886475424.91257,,7.858466,58.208073,7.6294217,2.6894027217275966,13.81263168223589,0.019170742,0.0062243505,0.078894556,0.021830126643180847,0.32869354,-0.31190827,30510,0.6406018,981.5421,15772.197767330148,41316329.864778265,6427.777988136979,-89358169988.46637,,13.443677,137.95457,11.745406,2.297033834089853,8.955000400121417
50.305,0.120017186,0.34643498,50.059322357177734,51.211422,49.439228,51200,1.7721939,2575616.0,11868.543542936108,65089482.788218826,8067.805326618809,-3784065065.678433,,20.100729,5740.839,75.768326,124.31523598165819,17428.913071468425,-25.509144,0.25818604,0.5081201,-25.62491798400879,-23.286459,-27.631498,0,4.3450394,1306068.1,10070.549389830916,70343183.78433488,8387.084343461373,174369241618.72156,,51.86367,10529.277,102.61227,63.125738559927484,6217.073572694381,-26.357935,0.119655125,0.345912,-26.552783966064453,-24.337654,-28.047934,0,3.7102795,1349526.2,7305.475778557361,58950858.56981969,7677.9462468696465,417931886729.0105,,36.471676,4796.154,69.25427,19.86378485036277,1126.1204384398368,0.035175737,0.0026856074,0.051822845,0.03882836550474167,0.25037047,-0.17527567,38483,0.42564613,1800.9977,16046.137511505181,53572307.842973046,7319.310612549043,-303049929240.76843,,8.523083,64.8605,8.053601,2.4490208593599,17.79635428907199,-0.0012892449,0.002319864,0.048164967,0.00390808517113328,0.20100611,-0.18440835,25192,0.38541448,66.00934,16613.235521976687,41064347.70638304,6408.146979149514,-191539047154.99957,,7.850078,57.157326,7.5602465,2.629942046944866,12.793956631763468,0.019415421,0.0062666964,0.07916247,0.03209148347377777,0.32649466,-0.30518952,30470,0.6316842,994.06946,15772.280438979204,41216508.8005222,6420.008473555327,-89871928772.16757,,13.439842,140.22552,11.841686,2.3292526593007037,9.144444830104016
50.29624,0.1194547,0.34562218,49.95363998413086,51.20744,49.40859,51200,1.798851,2575167.5,11875.126679333944,65025636.75517075,8063.847515619994,-3764214296.978818,,20.222584,5707.131,75.545555,124.42339691133819,17455.4581634849,-25.509758,0.26385018,0.5136635,-25.54121208190918,-22.979477,-28.01157,0,5.032093,1306099.6,9994.12995525121,70295646.23004048,8384.249890720128,183419850493.3808,,52.713028,10730.468,103.587975,61.192900997730824,5957.551343772455,-26.360987,0.1245997,0.35298684,-26.501943588256836,-24.337654,-28.089563,0,3.7519093,1349682.5,7264.144512822448,58652967.35676994,7658.522530930489,419508399829.9781,,37.13137,5000.773,70.71614,19.03973987385684,1053.6278214357858,0.036243483,0.0027175106,0.05212975,0.04273225739598274,0.23939078,-0.17320172,38740,0.4125925,1855.6663,16025.595996104817,53819721.65992297,7336.192586070991,-304178624401.9937,,8.541055,66.19338,8.135932,2.509757001202382,17.472111621622645,-0.0011589051,0.0023025372,0.04798476,-0.009874140843749046,0.18941928,-0.19038472,25183,0.37980402,59.335934,16604.18059999745,40947440.679965116,6399.0187278961075,-190031777636.1756,,7.8183327,56.764103,7.5341954,2.6070644266414815,12.973816230401026,0.01987449,0.006200748,0.07874483,0.034656822681427,0.41054007,-0.3072662,30685,0.7178063,1017.5739,15777.383146308954,41268428.70703456,6424.050802027842,-90402365352.69629,,13.379339,138.47491,11.767536,2.3052113091543633,8.837403875070397
50.29182,0.119659655,0.34591857,49.84548568725586,51.20512,49.40859,51200,1.7965317,2574941.5,11909.683368606196,65101070.477394946,8068.523438485814,-6586392165.70566,,20.079124,5723.408,75.65321,124.32999158302768,17420.869195035248,-25.51381,0.26203528,0.5118938,-25.31264305114746,-22.979477,-28.01157,0,5.032093,1306306.8,10055.034114304151,70389032.2823847,8389.817178126392,178069735962.58932,,52.360844,10674.568,103.3178,62.04088741564051,6057.0848656551125,-26.365322,0.12247298,0.3499614,-26.553409576416016,-24.201427,-28.089563,0,3.888136,1349904.5,7306.52517388638,58900651.408392824,7674.675980677805,418342548602.0057,,36.72881,4921.618,70.15424,19.49459979718807,1088.8696729722808,0.036993362,0.002682998,0.051797666,0.014551041647791862,0.23939078,-0.18613337,38981,0.42552415,1894.06,16039.041046793976,53766735.344207674,7332.5804014826645,-302570696223.49304,,8.508858,64.96911,8.060342,2.4670035273974675,16.621060267196505,-0.0013622938,0.00230866,0.048048515,-0.009874140843749046,0.18941928,-0.19684894,25033,0.38626823,69.74945,16620.29183724481,40893101.88585167,6394.771449070848,-189401066126.67334,,7.826214,56.953827,7.546776,2.5898286627934017,12.395525511785907,0.019734874,0.0062123835,0.07881867,0.02158580906689167,0.41054007,-0.32436848,30567,0.7349086,1010.42554,15764.14011114229,41286712.611164175,6425.47372659512,-89101310445.11,,13.333065,140.30623,11.845093,2.519901630470475,11.440929408028847
50.296844,0.120021135,0.34644067,49.893463134765625,51.25178,49.445343,51200,1.8064384,2575198.2,11887.406923314866,65239311.337778896,8077.085572022801,-5524174989.722096,,20.024101,5744.1255,75.79001,124.07850683248859,17364.166583708367,-25.507269,0.26119974,0.51107705,-25.804759979248047,-23.307001,-27.508368,0,4.2013664,1305972.1,10052.153846958643,70603345.16768989,8402.579673391374,178939075104.06564,,52.15555,10653.267,103.21466,62.62124373785433,6133.496803126406,-26.35746,0.12083104,0.3476076,-26.604717254638672,-24.201427,-27.785564,0,3.584137,1349502.0,7278.608151011809,58841414.64701411,7670.815774545372,419604878263.6138,,36.616817,4845.7764,69.61161,19.700662568872765,1106.465780074098,0.036631156,0.0027042544,0.052002445,0.03638843446969986,0.23268096,-0.18613337,38756,0.41881433,1875.515,16038.98038836836,53768014.307103805,7332.667611933859,-303585031302.6707,,8.5445595,65.45038,8.09014,2.425401802788499,16.311831249377306,-0.00045599864,0.0023451953,0.048427217,-0.002556144492700696,0.21015361,-0.19684894,25384,0.40700257,23.347132,16637.240674676865,41090512.121276736,6410.188150224355,-192705151184.8089,,7.853385,58.398926,7.641919,2.635950384595946,12.151117065915763,0.020046242,0.006353056,0.07970606,0.017676720395684242,0.3687617,-0.32436848,30609,0.69313014,1026.3674,15809.506074066596,41360348.21405945,6431.201148623751,-92256127389.9428,,13.448922,144.404,12.016822,2.495902291180399,10.819040405395908
50.29871,0.11970665,0.3459865,50.40489959716797,51.25178,49.426933,51200,1.8248482,2575294.0,11897.477473400073,65124709.224382676,8069.988179940704,-6550104460.996127,,20.076788,5725.9233,75.66983,124.09235461691432,17368.55772064411,-25.504028,0.2602037,0.5101016,-25.646806716918945,-22.790459,-27.512157,0,4.7216988,1305806.2,10067.572119612087,70517196.70346896,8397.45179822242,176649372021.96426,,52.05831,10612.354,103.01628,62.74032655739192,6155.3399281561215,-26.352734,0.12045503,0.3470663,-26.413110733032227,-24.20691,-28.110706,0,3.9037971,1349260.0,7303.915008475764,58908588.35972925,7675.193050323181,418091415480.1043,,36.510143,4834.31,69.529205,19.82276588627985,1118.193118973393,0.03605586,0.0027136346,0.05209256,0.03638843446969986,0.24683256,-0.16600393,38643,0.4128365,1846.0598,16032.586751732608,53632812.7684572,7323.442685544634,-303882155946.0753,,8.541579,65.97952,8.122778,2.4591985304534,16.533275041061483,-0.0004949065,0.0023396336,0.048369758,-0.008776441216468811,0.21015361,-0.21733932,25415,0.42749292,25.33921,16638.817663470905,40918134.1117046,6396.728391271948,-192838148105.62436,,7.834193,58.41607,7.6430407,2.633014226577331,12.386805507422924,0.020062402,0.006259784,0.079118796,0.042719315737485886,0.3687617,-0.30128044,30764,0.67004216,1027.1948,15801.555633393258,41213459.40408956,6419.770977541922,-91492833397.91306,,13.418365,140.44897,11.851117,2.2978019540297576,8.509884443282807
50.310078,0.11997507,0.34637418,50.40489959716797,51.198597,49.426933,51200,1.7716637,2575876.0,11883.20612284204,65224299.19645375,8076.156214218107,-5825368162.737403,,20.140882,5737.0977,75.74363,123.67351821304965,17289.15869115845,-25.505404,0.2627512,0.5125926,-25.540679931640625,-22.790459,-27.647564,0,4.8571053,1305876.8,10019.608826218608,70228887.97919095,8380.267774909758,181281329413.54968,,52.537125,10692.715,103.40559,62.0172589358166,6050.9113696556315,-26.351147,0.12294248,0.35063154,-26.3732967376709,-24.391281,-28.110706,0,3.7194252,1349178.8,7277.172777961513,58591082.78981575,7654.481222775045,418094504645.5401,,36.968143,4928.015,70.19982,19.313387187346454,1074.343172847259,0.036501314,0.0027154947,0.052110408,0.038096386939287186,0.24683256,-0.19089124,38868,0.43772382,1868.8672,15986.215380760348,53931648.4556288,7343.81702220506,-302410628813.9264,,8.511334,66.599464,8.16085,2.5247470773153644,17.82606369434562,-0.0014135103,0.0023303356,0.04827355,-0.011581672355532646,0.19161469,-0.24026905,25114,0.43188375,72.371735,16621.857409524357,40890859.25683172,6394.596098021494,-189817658664.68225,,7.820462,58.153564,7.6258483,2.764235641358298,15.056516146084343,0.019612225,0.0061895805,0.078673884,0.02879318967461586,0.33846626,-0.31288552,30651,0.6513518,1004.1459,15761.28115350383,41057694.60092664,6407.627845070798,-88614164642.38416,,13.404623,137.22263,11.714206,2.33022064268448,9.246920102577144
50.31501,0.11950174,0.34569025,50.02027893066406,51.198223,49.480747,51200,1.7174759,2576128.2,11840.207804830416,65439847.737104565,8089.489955312669,-1868905973.200825,,20.369972,5703.56,75.52192,123.58640873029655,17273.451521348412,-25.504084,0.2717837,0.5213288,-25.786941528320312,-22.700176,-27.647564,0,4.9473877,1305809.2,9894.110701001548,70287120.8790122,8383.741460649428,196345285904.83368,,53.67817,11033.977,105.04274,59.5249403908592,5716.010734669976,-26.356195,0.13093397,0.361848,-26.33194923400879,-24.277388,-28.139648,0,3.8622608,1349437.0,7189.332536650308,58144844.23812498,7625.276666333162,422001656960.87756,,38.012917,5258.8394,72.51785,17.789389715411648,938.5774358986326,0.036297377,0.0027543486,0.05248189,0.029434626922011375,0.25756827,-0.19089124,38704,0.4484595,1858.4255,15929.440537418635,54490572.08529182,7381.772963542825,-304968094813.4806,,8.561887,67.71766,8.2290745,2.5439063746018804,17.583820831490904,-0.0018360626,0.0023497187,0.0484739,-0.001702378154732287,0.18661405,-0.24026905,24957,0.4268831,94.00641,16590.34346936304,40909581.62378211,6396.059851485296,-189363392271.33975,,7.839952,58.840797,7.6707754,2.8509361237797703,15.750866761612217,0.019603867,0.0062295427,0.07892745,0.017065925523638725,0.3648526,-0.31288552,30663,0.67773813,1003.718,15750.50442623306,41078484.197175376,6409.249893487956,-89038194989.14212,,13.427618,138.6545,11.775165,2.350219715109803,9.343956234650589
50.309402,0.119128644,0.34515017,50.573829650878906,51.237328,49.461243,51200,1.7760849,2575841.5,11876.083821715722,65446402.15639016,8089.895064609315,-3402060567.1623454,,20.328697,5686.1357,75.40647,123.71302343133942,17291.350461824513,-25.496994,0.27046013,0.5200578,-25.581546783447266,-22.700176,-27.605633,0,4.9054565,1305446.0,9942.600312146404,70669936.18631202,8406.541273693481,194020814485.12357,,53.52243,10982.906,104.79936,59.361638933986235,5699.417371879252,-26.363113,0.13131137,0.36236912,-26.38084602355957,-24.277388,-28.139648,0,3.8622608,1349791.2,7205.750094033181,58435831.80477534,7644.333313296545,423818830834.2985,,38.01895,5277.6987,72.64777,17.775930107909673,937.3911959318626,0.035926662,0.0027652544,0.052585687,0.030166607350111008,0.26281413,-0.17551966,38516,0.4383338,1839.445,15946.580731325304,54744694.109621815,7398.965745941916,-307446222076.5334,,8.561649,68.28236,8.263314,2.54415664378958,16.62274844323045,-0.0022995835,0.0023344962,0.048316624,0.0078110164031386375,0.18661405,-0.20367907,24701,0.39029312,117.73868,16629.88196412289,41022135.303445905,6404.852481005781,-192728403693.90726,,7.8473506,57.945488,7.6121936,2.6380815495061625,12.874875383790846,0.018623328,0.0061841784,0.078639545,0.03844375163316727,0.3648526,-0.32681167,30421,0.6916643,953.5143,15743.998221399705,41457533.17385388,6438.752454773664,-90715086757.82538,,13.408114,136.86082,11.698753,2.3088343468187076,9.019855966231091
